Year,Month,Day,Hour,Severity,count
2019,7,5,16,Moderate,33
2019,11,3,13,Moderate,26
2017,7,4,16,High,8
2022,4,5,17,Moderate,118
2022,3,7,0,Moderate,297
2020,1,2,10,Moderate,39
2019,1,4,14,High,14
2019,1,7,15,High,11
2022,12,4,7,Moderate,72
2020,11,6,14,Moderate,88
2018,12,6,11,Moderate,30
2021,6,6,8,Moderate,60
2022,8,2,7,Low,21
2018,4,6,10,Moderate,34
2019,10,6,0,High,1
2020,8,5,6,High,17
2022,6,3,8,Moderate,47
2022,2,1,13,Moderate,32
2022,6,2,10,Moderate,31
2018,4,1,6,Moderate,3
2019,11,6,8,Moderate,84
2021,5,7,10,Moderate,31
2020,6,5,22,Moderate,16
2022,12,7,0,Severe,18
2017,5,6,18,Moderate,11
2017,10,7,12,High,6
2021,3,6,16,Moderate,51
2019,12,5,6,High,15
2016,10,2,14,High,11
2022,12,1,20,Moderate,21
2017,3,2,7,Moderate,35
2017,9,5,6,Moderate,43
2020,11,2,0,Moderate,128
2016,11,2,7,Moderate,35
2020,10,4,17,Moderate,44
2021,11,5,8,Moderate,81
2018,5,5,13,High,14
2016,5,4,20,High,6
2017,11,4,12,Moderate,43
2021,5,4,9,High,7
2020,1,4,13,High,4
2016,8,3,10,Moderate,21
2020,10,6,5,High,4
2017,2,1,12,High,3
2020,2,4,16,High,12
2022,2,3,18,High,5
2018,10,3,14,Moderate,29
2020,1,3,10,Moderate,48
2022,7,1,15,Severe,2
2020,1,3,17,Severe,1
2022,8,7,11,Moderate,33
2019,1,3,23,Severe,3
2016,4,2,3,Moderate,3
2020,3,6,20,High,10
2021,12,7,14,High,3
2022,9,3,13,Moderate,39
2021,11,3,5,Moderate,47
2018,9,1,4,High,5
2021,3,2,6,Moderate,86
2017,6,5,13,Moderate,16
2020,2,6,15,High,12
2021,5,4,22,Severe,1
2018,2,4,20,Moderate,11
2022,12,6,4,Moderate,10
2017,12,2,5,Moderate,13
2022,9,5,5,Moderate,28
2019,6,7,13,High,8
2020,5,7,5,Severe,2
2016,4,6,0,Moderate,3
2019,11,4,12,Moderate,29
2016,9,4,8,Moderate,28
2018,1,5,10,High,9
2021,10,2,23,Severe,1
2016,6,6,11,Moderate,16
2018,5,4,0,Moderate,3
2017,11,1,17,Moderate,5
2021,9,5,14,High,7
2018,10,1,9,Moderate,7
2021,5,4,5,High,3
2018,11,3,5,Moderate,19
2017,12,7,21,High,3
2021,4,5,12,Moderate,17
2020,3,6,12,High,12
2021,7,4,18,High,14
2023,2,6,16,Moderate,14
2017,4,7,21,High,6
2020,7,5,8,High,9
2017,6,1,2,High,5
2016,7,5,12,Severe,1
2016,4,1,5,Moderate,1
2021,9,6,18,High,9
2019,8,3,16,Moderate,53
2019,1,7,21,High,5
2016,10,3,8,High,14
2016,5,3,9,Moderate,9
2020,3,2,23,Moderate,9
2022,12,1,17,Moderate,43
2022,10,6,8,Moderate,33
2022,5,5,6,High,7
2022,5,5,2,Moderate,10
2017,9,7,19,High,7
2018,3,3,16,Moderate,38
2022,6,1,0,Moderate,199
2019,5,6,12,Moderate,24
2021,12,2,6,Moderate,73
2023,1,6,0,Severe,17
2017,11,7,18,High,9
2022,3,4,6,Moderate,71
2021,8,3,8,Moderate,71
2019,8,4,7,Moderate,87
2020,9,6,21,Moderate,37
2018,5,6,10,Moderate,20
2022,6,2,0,Moderate,319
2021,12,7,18,Moderate,51
2021,5,4,14,Moderate,46
2017,9,5,16,High,30
2017,5,4,17,Moderate,24
2017,10,2,8,High,33
2016,10,5,17,Moderate,37
2022,3,5,14,Moderate,82
2018,8,3,21,High,4
2023,1,2,23,Moderate,15
2022,4,2,16,Moderate,125
2022,5,2,7,Low,12
2017,3,2,7,Severe,2
2018,11,4,12,Moderate,27
2019,3,2,21,Moderate,3
2018,9,6,12,Moderate,33
2020,11,5,19,Moderate,63
2021,3,1,17,High,4
2020,11,7,12,High,7
2016,10,6,8,Moderate,23
2021,1,4,6,High,7
2019,9,6,15,Moderate,49
2020,5,1,17,Moderate,17
2017,12,3,9,High,16
2020,6,6,14,Low,6
2019,1,5,19,Moderate,16
2017,2,5,19,High,11
2020,4,7,22,High,2
2020,1,4,19,High,6
2020,11,5,21,High,4
2019,7,7,14,High,8
2020,2,3,18,Moderate,36
2016,7,1,18,Moderate,2
2022,4,5,22,Moderate,29
2022,5,2,12,Moderate,55
2019,7,4,22,Moderate,6
2021,6,6,19,Moderate,40
2020,7,6,12,Moderate,8
2021,2,5,22,Moderate,43
2016,6,5,18,Moderate,17
2019,5,1,19,Moderate,7
2019,1,6,5,Moderate,24
2020,11,2,21,Moderate,69
2018,2,3,6,Severe,1
2018,10,4,17,High,26
2017,6,3,11,High,7
2022,3,5,11,Moderate,41
2019,10,5,9,High,14
2018,9,2,16,High,21
2019,4,3,12,Moderate,26
2019,1,7,14,Severe,1
2021,2,2,17,Moderate,61
2017,7,5,16,Moderate,24
2022,6,2,8,High,7
2023,2,4,17,Moderate,36
2017,8,7,17,Moderate,7
2017,10,4,14,Severe,1
2019,11,3,20,High,5
2019,9,3,18,High,13
2020,10,7,13,High,10
2017,6,2,14,Moderate,13
2018,11,2,22,Moderate,5
2019,1,1,6,Severe,2
2016,8,2,13,High,8
2018,4,3,6,Severe,2
2016,10,2,22,Moderate,9
2022,5,2,6,Low,8
2020,8,1,21,Moderate,4
2018,12,7,7,High,10
2019,5,7,18,High,9
2019,1,2,12,High,8
2017,7,6,7,Moderate,17
2019,9,3,6,Severe,2
2022,9,6,0,Moderate,514
2020,9,7,7,High,8
2019,10,7,14,Moderate,29
2021,2,4,16,High,12
2023,2,5,16,Moderate,34
2021,11,2,16,Moderate,131
2022,4,3,7,Moderate,100
2021,8,6,19,Severe,1
2020,7,6,10,Moderate,17
2018,12,1,9,High,7
2018,7,6,11,Moderate,29
2020,11,4,11,Moderate,33
2021,9,3,19,Moderate,32
2017,12,6,14,High,31
2020,7,4,5,High,4
2022,2,7,19,Severe,2
2016,8,3,7,High,11
2018,9,7,6,High,5
2021,10,3,16,Moderate,111
2017,8,6,18,High,26
2018,9,1,0,High,2
2021,11,5,14,High,5
2023,2,5,19,Moderate,20
2020,2,4,23,Moderate,8
2016,12,3,16,Moderate,31
2016,12,6,22,High,13
2017,12,2,13,Moderate,24
2022,4,5,6,High,8
2022,12,3,13,Moderate,48
2019,11,1,11,Moderate,17
2017,12,4,22,High,4
2019,2,6,12,High,16
2021,2,3,4,Moderate,30
2018,4,4,12,High,6
2023,3,6,15,Moderate,14
2018,11,6,12,Moderate,23
2019,2,4,15,Moderate,29
2019,3,5,6,Moderate,40
2018,1,3,20,Moderate,10
2021,8,2,15,Moderate,82
2016,8,5,11,Moderate,21
2021,2,1,0,Severe,5
2017,11,6,6,High,12
2020,5,2,14,Moderate,31
2019,8,4,23,High,5
2018,5,3,5,High,10
2022,7,4,19,High,5
2020,1,7,20,Moderate,11
2022,6,1,10,Moderate,16
2022,1,6,15,High,7
2022,10,7,19,Moderate,32
2022,4,5,17,High,12
2017,1,5,16,Moderate,44
2022,6,5,4,Low,8
2019,7,2,22,Moderate,6
2017,8,5,9,Moderate,41
2021,1,5,22,High,4
2019,8,5,14,Severe,2
2021,12,4,7,High,13
2019,2,4,16,Moderate,38
2019,9,5,21,High,4
2020,7,6,21,High,7
2019,1,7,21,Moderate,4
2021,9,5,3,Moderate,14
2020,6,5,17,High,31
2018,5,5,20,Moderate,8
2017,4,7,14,High,10
2016,11,1,10,Moderate,11
2021,12,7,22,Severe,1
2022,6,5,2,Moderate,10
2021,9,5,13,High,3
2017,6,6,7,Moderate,28
2019,6,3,13,Severe,3
2016,12,5,18,High,18
2019,12,7,11,High,9
2016,9,4,14,High,6
2020,12,3,19,High,6
2021,1,4,5,Moderate,35
2016,7,1,0,High,2
2021,8,6,16,High,15
2017,1,7,15,High,6
2020,9,1,21,High,5
2017,9,5,8,Severe,2
2017,8,5,10,Severe,1
2021,3,4,9,High,3
2017,4,6,22,High,11
2016,10,2,12,Moderate,23
2017,5,1,21,High,2
2016,5,5,21,High,5
2017,10,7,16,High,7
2020,8,2,7,High,10
2019,10,4,11,High,9
2019,7,6,12,Severe,3
2019,12,6,13,Moderate,32
2021,5,1,23,High,1
2018,2,7,9,High,7
2017,3,4,13,Moderate,24
2019,12,3,7,Moderate,120
2022,8,3,7,Moderate,73
2022,5,4,8,Moderate,80
2017,1,4,16,Moderate,30
2020,1,2,5,Moderate,23
2022,12,3,17,Moderate,98
2019,9,1,22,Moderate,10
2019,6,1,10,Moderate,13
2017,1,1,15,Moderate,4
2019,10,3,8,Moderate,103
2018,3,1,4,High,5
2019,10,3,17,Moderate,91
2016,10,2,15,Moderate,34
2021,8,2,13,Moderate,48
2018,8,3,9,Moderate,33
2021,11,7,17,Moderate,59
2021,2,2,23,Moderate,44
2022,4,2,18,Moderate,68
2022,2,7,9,Moderate,34
2022,7,7,12,Moderate,66
2017,3,4,18,Moderate,32
2017,8,7,21,Moderate,3
2017,11,3,18,Moderate,23
2023,1,7,11,Moderate,48
2023,2,7,0,Moderate,69
2019,6,1,16,High,7
2020,2,7,21,Moderate,14
2019,5,2,16,High,13
2021,12,4,4,Moderate,23
2021,5,2,17,Moderate,57
2022,11,2,16,Moderate,61
2022,6,4,10,Moderate,32
2021,2,7,19,Moderate,38
2022,5,2,8,High,10
2022,8,2,13,Moderate,61
2018,2,4,10,Moderate,33
2020,12,6,10,Moderate,25
2021,2,1,18,Moderate,50
2018,7,6,17,Moderate,25
2019,4,6,16,Moderate,49
2017,12,2,18,Moderate,32
2018,9,3,14,Moderate,24
2021,10,2,18,Moderate,48
2016,12,5,7,High,17
2020,5,3,16,High,26
2022,10,6,9,Moderate,14
2019,7,5,8,High,9
2022,7,6,19,Moderate,40
2019,6,7,16,High,12
2021,5,5,15,Moderate,55
2018,5,4,7,High,42
2017,9,7,14,High,18
2016,10,6,19,Moderate,14
2019,4,7,15,Moderate,10
2018,11,7,15,Moderate,11
2021,3,6,14,High,7
2022,9,1,2,Moderate,16
2017,2,3,5,High,4
2019,7,7,21,High,5
2017,1,2,22,High,5
2016,5,6,14,Moderate,6
2020,12,5,7,High,7
2021,5,7,20,Moderate,17
2022,9,7,14,Moderate,28
2018,2,4,9,Moderate,40
2019,9,1,20,Moderate,11
2021,10,4,13,High,6
2018,9,6,6,Moderate,33
2017,6,1,16,High,7
2022,8,4,13,High,7
2018,3,3,23,Severe,1
2017,3,2,0,Severe,1
2017,12,2,13,High,11
2019,12,7,9,Moderate,22
2022,9,5,1,Moderate,8
2021,5,4,11,High,6
2020,1,4,11,Moderate,33
2016,4,6,18,Moderate,11
2019,12,4,8,High,17
2017,2,6,16,Moderate,33
2017,2,6,12,Moderate,22
2022,9,6,7,Low,5
2022,12,7,3,Severe,2
2021,6,5,12,Moderate,40
2021,7,2,5,Moderate,22
2019,12,5,14,High,9
2020,3,7,20,High,4
2017,4,4,4,Moderate,2
2022,6,7,3,Moderate,6
2016,11,4,3,High,5
2017,3,6,5,Moderate,7
2016,5,4,13,Moderate,13
2018,7,5,19,Moderate,16
2016,5,4,15,Moderate,19
2016,4,2,4,Moderate,2
2022,9,4,10,High,2
2020,9,2,6,Moderate,32
2016,6,4,14,Moderate,21
2019,5,4,16,High,13
2020,6,1,23,Moderate,4
2021,2,2,15,High,5
2019,8,6,22,Severe,1
2018,7,5,4,Moderate,7
2018,11,4,13,High,12
2017,6,5,8,Moderate,38
2020,5,7,8,High,6
2016,10,3,12,Moderate,29
2016,7,5,15,High,11
2018,7,4,16,Moderate,38
2020,12,4,18,Moderate,99
2021,8,3,20,Moderate,24
2017,7,5,19,High,13
2018,10,1,10,High,9
2016,5,5,18,Moderate,20
2018,10,5,8,High,13
2019,9,5,15,Moderate,38
2019,10,6,15,Moderate,54
2019,4,6,17,Moderate,46
2018,9,2,4,Moderate,11
2020,2,3,16,High,15
2020,10,5,14,Moderate,75
2021,12,3,21,Moderate,17
2021,1,7,17,Moderate,43
2020,8,3,23,High,1
2021,6,6,18,Moderate,51
2020,10,4,2,Moderate,39
2018,3,2,19,High,6
2019,6,3,18,High,15
2020,4,5,16,Moderate,68
2017,10,7,7,High,6
2022,7,7,11,Severe,4
2016,5,2,20,Moderate,7
2022,5,6,4,Moderate,4
2019,4,7,8,High,9
2016,10,7,20,Moderate,3
2017,2,2,8,High,11
2018,9,2,12,High,8
2019,4,3,16,Moderate,49
2018,1,6,10,Moderate,24
2019,3,3,17,Moderate,40
2016,8,3,12,High,11
2019,6,7,10,Moderate,13
2023,1,1,6,Moderate,23
2018,7,7,17,High,2
2017,8,6,7,Moderate,51
2019,4,5,13,Moderate,20
2017,12,4,4,Moderate,10
2020,2,5,9,Severe,2
2022,10,6,16,Moderate,71
2018,7,4,6,Moderate,23
2017,5,3,2,High,2
2019,2,3,20,Moderate,14
2021,1,4,20,Severe,1
2017,5,7,13,High,11
2022,7,3,22,High,3
2019,8,3,11,Severe,1
2021,12,5,23,Moderate,24
2016,6,7,13,Moderate,2
2020,9,7,3,Moderate,24
2016,10,4,15,High,10
2023,1,2,21,Severe,2
2018,7,2,21,Moderate,6
2020,4,2,16,Low,9
2020,6,7,17,High,11
2018,8,6,4,Moderate,11
2020,3,3,4,Moderate,18
2021,7,6,1,Moderate,10
2019,10,4,22,Moderate,14
2021,6,1,22,High,5
2021,11,1,21,Severe,2
2022,12,6,3,Moderate,14
2021,8,3,6,Severe,1
2021,10,7,23,Severe,1
2019,6,1,16,Moderate,12
2023,1,7,8,Moderate,29
2023,3,1,15,Moderate,10
2023,2,1,8,Moderate,10
2018,12,3,6,High,13
2020,6,6,23,Moderate,5
2017,12,4,14,Moderate,24
2021,11,7,10,High,5
2018,6,4,11,Severe,2
2020,6,4,10,Low,3
2017,6,4,14,Moderate,16
2021,10,1,10,Moderate,18
2018,7,5,7,Moderate,38
2019,8,6,17,Moderate,58
2020,5,4,20,Moderate,13
2020,2,5,8,Moderate,91
2022,5,2,5,Low,9
2016,11,6,10,Moderate,24
2020,5,5,4,Moderate,21
2020,12,6,10,High,7
2019,3,2,16,Moderate,24
2018,6,2,7,Moderate,41
2019,5,5,16,Moderate,58
2022,11,5,15,Moderate,66
2020,3,6,16,Moderate,53
2022,2,5,19,Moderate,44
2021,10,2,19,Moderate,30
2022,6,5,13,Moderate,67
2017,10,4,7,High,23
2018,3,1,19,High,2
2020,6,4,5,Moderate,20
2018,9,6,4,Moderate,19
2019,10,4,4,Moderate,20
2022,5,1,2,Moderate,15
2020,10,1,5,Moderate,25
2022,2,2,15,Moderate,85
2022,8,6,6,Low,11
2018,4,7,18,High,7
2016,11,4,20,Moderate,28
2019,10,6,18,Moderate,48
2018,1,6,15,Moderate,35
2021,11,5,12,Moderate,36
2021,11,4,12,High,7
2018,1,7,15,Moderate,3
2021,12,2,23,Moderate,12
2017,6,6,14,High,7
2022,7,2,22,Moderate,25
2018,3,7,12,Moderate,14
2023,2,4,14,Moderate,29
2022,2,7,0,Severe,10
2020,2,6,16,High,11
2017,1,4,20,High,9
2019,11,5,5,Moderate,11
2018,8,6,12,High,21
2022,1,4,10,High,10
2022,11,7,0,Severe,7
2020,1,6,12,Moderate,27
2019,6,7,8,Moderate,4
2016,11,6,19,High,10
2021,4,2,11,High,5
2020,10,5,1,Moderate,41
2021,7,7,23,High,2
2022,5,7,11,Moderate,31
2020,2,6,14,Moderate,50
2019,7,3,16,Moderate,40
2021,3,1,21,High,4
2021,12,3,12,High,12
2019,11,1,20,Moderate,6
2017,12,7,15,Moderate,5
2017,1,2,14,Moderate,25
2016,11,6,18,Moderate,34
2022,3,4,22,Severe,2
2021,9,7,23,Moderate,21
2017,5,6,20,Moderate,7
2019,3,5,2,High,1
2022,11,6,20,Moderate,21
2023,2,4,23,Moderate,3
2018,8,5,21,High,7
2021,9,3,13,High,4
2017,5,3,13,Moderate,14
2021,12,7,19,Severe,1
2022,6,3,17,Low,6
2018,5,3,7,High,30
2018,3,6,11,High,12
2021,5,5,9,Severe,3
2019,10,7,8,High,9
2021,12,1,7,Moderate,13
2021,7,6,8,High,6
2018,4,1,23,Severe,3
2020,8,1,20,High,7
2017,9,4,6,High,22
2018,10,4,9,Severe,1
2020,9,2,17,High,10
2016,3,6,21,Moderate,3
2017,5,7,19,High,1
2019,6,7,6,High,5
2020,8,4,1,Moderate,3
2018,4,3,20,Moderate,11
2021,7,5,17,High,10
2016,10,6,23,Moderate,4
2016,10,2,12,Severe,3
2018,5,5,3,High,2
2019,5,7,12,Moderate,8
2023,2,1,14,Moderate,9
2021,12,7,8,Moderate,12
2017,5,2,9,Moderate,33
2018,8,7,11,Moderate,11
2019,9,5,23,High,1
2019,7,3,16,High,17
2016,7,4,13,High,9
2021,8,4,7,Moderate,58
2016,11,4,8,Moderate,69
2017,6,6,3,High,1
2020,11,2,1,Moderate,66
2019,2,4,8,Moderate,83
2019,2,6,8,Moderate,82
2019,6,2,17,High,21
2017,7,3,11,High,4
2019,6,7,10,High,10
2020,1,6,16,Moderate,64
2021,6,2,11,Moderate,39
2017,7,3,7,High,10
2017,10,4,16,Moderate,35
2023,1,5,7,Moderate,83
2018,3,4,8,High,19
2023,1,4,17,Moderate,84
2021,9,1,16,Moderate,33
2022,9,5,17,Moderate,83
2018,8,3,6,Moderate,41
2018,10,4,6,High,26
2018,7,6,3,Moderate,5
2018,5,1,10,High,11
2021,1,7,14,High,9
2020,2,7,9,Moderate,12
2019,10,1,1,Moderate,10
2018,7,6,10,Moderate,28
2021,4,4,4,Moderate,37
2021,1,3,15,Moderate,76
2018,4,5,15,Moderate,38
2019,12,2,15,Moderate,44
2017,4,6,8,Moderate,40
2019,6,2,13,High,9
2018,8,4,18,High,14
2020,9,6,18,Moderate,37
2021,9,3,17,Moderate,91
2019,7,5,6,Moderate,28
2021,3,7,4,Moderate,12
2017,10,2,20,High,11
2018,5,2,9,High,14
2017,1,6,2,Moderate,3
2021,6,4,12,Moderate,46
2016,7,5,3,Moderate,1
2016,11,3,16,Moderate,36
2019,1,4,17,Moderate,43
2019,11,4,15,High,12
2022,3,1,16,High,2
2016,8,1,9,Moderate,7
2020,12,3,22,Moderate,90
2020,4,5,8,Low,8
2018,8,1,10,High,5
2018,11,4,1,Moderate,3
2020,12,2,2,Moderate,58
2017,4,2,17,Moderate,34
2022,11,2,11,Moderate,16
2022,3,5,7,High,11
2018,11,5,12,Moderate,16
2020,9,4,11,High,7
2019,7,5,3,Severe,3
2022,6,5,20,Moderate,18
2022,8,2,18,Severe,2
2019,7,5,19,Moderate,13
2017,8,3,21,Moderate,10
2016,7,4,0,Severe,1
2020,2,7,11,Moderate,20
2016,12,1,0,Moderate,2
2017,9,4,18,Moderate,32
2019,12,7,7,High,9
2018,4,4,19,Moderate,16
2020,5,2,8,High,7
2019,6,7,23,Moderate,3
2017,10,6,17,Moderate,34
2020,6,5,17,Severe,7
2017,9,5,6,High,17
2022,12,5,3,Moderate,15
2021,5,7,23,Moderate,22
2018,3,3,16,High,11
2019,11,6,18,High,29
2016,6,3,7,Severe,2
2017,1,5,11,Severe,2
2019,2,4,17,High,8
2021,2,1,19,High,8
2021,11,2,19,Severe,1
2020,5,6,22,Moderate,16
2017,9,6,22,High,5
2022,5,7,2,High,1
2019,4,2,18,High,13
2019,12,3,9,High,9
2019,10,4,7,High,22
2019,8,2,3,Moderate,1
2018,10,6,14,High,15
2016,6,3,17,High,10
2020,1,2,13,High,8
2018,5,7,15,Moderate,6
2017,6,4,6,Moderate,10
2018,12,5,21,Severe,1
2018,10,4,22,Moderate,5
2016,12,2,19,High,10
2020,3,5,15,Severe,3
2019,2,3,13,High,13
2018,11,5,18,Severe,5
2020,6,2,14,Low,6
2017,4,3,17,High,10
2021,3,2,3,Moderate,7
2017,5,3,18,Severe,2
2020,2,6,2,Severe,1
2023,1,5,0,Moderate,438
2022,4,3,0,Moderate,501
2018,11,4,20,Moderate,13
2019,6,7,19,High,7
2019,7,6,18,Moderate,21
2019,11,7,5,Moderate,5
2017,1,4,9,Moderate,34
2021,1,6,0,Moderate,242
2021,9,5,18,Moderate,51
2019,1,2,15,High,15
2019,12,4,12,Moderate,29
2019,3,4,17,Moderate,31
2022,9,2,6,Moderate,41
2020,6,2,11,High,16
2022,11,6,16,Moderate,96
2018,8,4,17,Moderate,51
2018,11,5,18,High,22
2016,6,7,15,Moderate,2
2019,2,4,11,Moderate,21
2022,11,6,19,Moderate,40
2021,12,3,8,Moderate,77
2016,2,6,6,Moderate,1
2022,9,4,4,Moderate,10
2022,3,6,22,Moderate,25
2016,10,3,4,Moderate,4
2018,7,6,7,Moderate,33
2016,7,2,14,High,8
2021,1,3,16,High,7
2019,10,2,22,Moderate,13
2022,7,2,21,Moderate,16
2017,10,3,11,High,11
2022,10,7,1,Moderate,8
2019,1,3,10,Moderate,28
2021,1,4,22,Moderate,50
2017,5,2,14,Moderate,15
2017,2,2,17,Moderate,28
2022,9,6,14,Moderate,106
2018,11,2,13,Moderate,26
2020,9,6,22,High,6
2019,5,1,0,High,3
2021,12,4,13,Moderate,90
2018,4,3,5,High,9
2016,11,2,19,High,14
2017,12,1,14,Moderate,5
2022,9,2,17,Moderate,61
2019,12,3,0,Moderate,3
2018,7,1,2,High,3
2016,10,2,11,High,12
2022,11,5,13,Moderate,48
2021,7,1,16,Moderate,25
2019,10,6,7,High,13
2018,10,6,0,Moderate,4
2021,6,7,21,High,1
2016,4,6,20,Moderate,4
2021,12,5,18,High,15
2021,3,5,14,High,3
2022,8,6,7,High,4
2021,11,1,19,Moderate,27
2017,2,2,2,High,2
2022,3,3,15,High,11
2023,3,4,23,Moderate,5
2022,6,5,13,Severe,1
2020,1,7,15,Moderate,25
2020,9,6,15,High,12
2016,9,5,6,Moderate,23
2021,12,6,23,Severe,3
2023,3,1,9,Moderate,1
2020,1,6,4,Moderate,14
2020,5,7,15,Low,3
2016,12,3,5,High,6
2022,3,7,8,Moderate,22
2016,12,4,4,High,2
2016,10,2,9,High,13
2018,3,4,12,High,8
2021,3,5,18,High,9
2021,2,1,21,Severe,2
2017,10,5,1,Moderate,3
2016,6,6,5,Moderate,3
2019,4,6,20,Severe,1
2016,4,4,9,High,6
2019,9,1,16,High,5
2019,5,7,21,High,4
2018,3,7,22,High,5
2019,10,2,3,Moderate,5
2019,8,4,11,Moderate,32
2023,2,4,7,Severe,3
2019,12,1,11,High,14
2022,10,4,13,Moderate,19
2022,3,4,16,Moderate,110
2016,8,2,11,High,19
2021,9,3,5,High,3
2022,3,7,3,Moderate,9
2016,5,2,19,Moderate,9
2019,7,3,8,High,15
2020,12,5,2,Moderate,125
2019,4,2,8,High,25
2020,3,4,20,High,1
2021,3,3,7,Moderate,70
2016,6,7,12,Moderate,3
2019,10,5,21,Moderate,14
2021,8,6,16,Severe,2
2019,8,5,18,High,14
2019,2,5,10,Severe,1
2017,5,4,10,High,5
2022,10,6,10,Moderate,27
2018,7,2,8,High,23
2019,6,3,16,Moderate,34
2016,10,5,23,Severe,1
2019,11,3,8,Severe,2
2020,1,6,5,Moderate,30
2018,12,7,18,High,7
2017,4,2,21,High,6
2022,7,2,13,Moderate,29
2022,6,3,8,Severe,1
2021,12,4,16,High,16
2022,1,5,18,Moderate,55
2021,1,5,5,High,2
2021,8,5,6,High,9
2019,1,5,13,Moderate,24
2019,2,1,16,Moderate,6
2022,2,6,23,Moderate,16
2018,4,6,19,Moderate,11
2019,9,1,12,Moderate,26
2018,3,6,15,Moderate,36
2020,11,3,3,Moderate,49
2019,3,6,4,Moderate,11
2016,8,7,12,High,2
2018,6,7,21,High,3
2019,3,6,21,Severe,1
2019,1,6,4,Moderate,12
2019,4,4,18,Moderate,36
2018,5,6,11,Moderate,20
2016,6,1,19,Severe,1
2019,9,5,6,Moderate,36
2021,1,6,7,Moderate,67
2017,6,2,20,High,2
2020,10,7,8,Severe,2
2017,2,3,9,Moderate,24
2020,4,4,13,Severe,3
2020,2,4,10,High,9
2020,12,2,4,High,3
2016,5,5,11,Moderate,5
2023,2,1,20,Moderate,9
2020,10,1,12,High,8
2021,2,7,16,Moderate,47
2017,11,5,21,Moderate,4
2019,3,5,14,Moderate,17
2023,1,2,0,Severe,10
2021,2,1,1,Moderate,29
2022,7,2,16,High,2
2016,11,3,4,Moderate,7
2022,8,6,14,High,5
2020,10,3,1,Moderate,20
2018,3,6,5,Moderate,17
2020,4,2,12,High,7
2021,11,5,19,Moderate,41
2022,3,6,5,High,3
2021,9,7,1,Severe,3
2017,5,3,16,High,7
2022,3,4,18,High,4
2020,7,7,14,High,7
2020,6,2,19,High,13
2017,9,1,19,Moderate,3
2018,5,3,22,Moderate,13
2022,8,4,18,Low,4
2018,12,6,0,Moderate,4
2022,1,1,5,Severe,4
2017,5,5,11,High,5
2023,1,3,2,Moderate,5
2017,4,2,2,Severe,1
2022,2,5,13,High,5
2017,7,3,23,High,2
2020,1,4,19,Moderate,29
2020,9,6,5,High,9
2016,12,3,7,Severe,2
2016,8,6,9,Severe,1
2022,6,7,18,High,1
2022,6,4,7,High,5
2022,11,5,21,Moderate,15
2016,3,5,20,Moderate,3
2022,4,7,22,High,3
2018,11,6,13,High,10
2017,1,3,23,Moderate,5
2021,8,3,10,Severe,1
2016,8,5,10,High,8
2016,9,3,5,High,4
2016,10,4,16,High,9
2018,4,1,21,Severe,1
2022,8,1,1,Severe,2
2020,12,7,19,High,1
2022,8,6,8,Low,15
2019,8,1,2,Severe,2
2019,8,7,9,High,3
2020,11,6,15,High,8
2021,12,6,12,High,8
2020,4,5,4,High,5
2020,5,1,4,High,3
2021,11,3,5,High,3
2019,9,2,8,Severe,3
2017,6,6,18,Severe,2
2021,12,4,16,Severe,4
2022,10,6,2,Moderate,7
2017,5,2,19,High,3
2016,9,7,22,High,4
2019,1,4,0,Moderate,2
2017,1,1,10,High,5
2016,4,6,13,Moderate,5
2022,5,1,0,Severe,13
2018,10,1,18,Severe,3
2019,1,3,5,Severe,2
2018,11,5,15,Severe,2
2017,11,3,12,Severe,2
2022,4,3,22,High,3
2016,6,2,3,Moderate,6
2018,2,2,15,High,10
2016,11,1,12,High,4
2022,5,5,21,Moderate,17
2020,5,4,0,Moderate,2
2018,7,6,11,High,15
2016,6,5,9,Severe,2
2017,2,4,5,High,6
2017,6,7,1,Moderate,2
2016,4,7,0,High,1
2018,7,7,20,High,8
2021,2,7,11,Severe,1
2017,12,3,22,Moderate,9
2023,1,3,15,Severe,1
2021,2,1,18,Severe,2
2017,6,6,6,Moderate,18
2016,6,6,12,High,4
2022,1,5,8,High,8
2019,11,1,15,High,1
2019,2,2,3,Moderate,3
2016,9,6,20,High,12
2020,4,3,6,Low,5
2019,9,1,7,High,4
2019,8,7,8,High,2
2017,4,4,12,High,6
2021,6,3,12,High,7
2018,4,6,20,High,7
2019,4,4,6,Severe,2
2017,8,4,21,Moderate,14
2017,1,5,21,High,6
2020,3,5,11,Moderate,25
2020,3,3,19,Moderate,24
2016,11,2,20,High,11
2021,3,3,23,Moderate,11
2018,8,5,14,High,14
2019,10,5,19,Severe,2
2017,4,2,19,Moderate,15
2020,7,7,10,Moderate,3
2016,8,2,12,High,13
2020,1,7,7,High,4
2019,3,5,5,High,6
2021,12,3,22,High,3
2020,9,3,6,Severe,1
2018,3,2,22,Moderate,8
2017,1,3,16,High,15
2018,1,7,15,High,8
2016,11,5,14,High,11
2020,8,6,16,High,12
2017,1,1,21,Moderate,3
2016,9,3,3,Moderate,2
2019,2,4,20,High,3
2017,7,1,3,High,3
2023,3,4,11,Severe,1
2019,6,7,9,High,4
2019,2,7,20,Moderate,4
2016,12,5,15,Severe,1
2018,1,5,1,Moderate,2
2021,2,1,3,Moderate,19
2019,4,7,6,High,3
2020,8,5,13,Moderate,9
2017,2,1,15,Severe,1
